Provider,total_claim,total_revenue,avg_claim,unique_patients,first_claim,last_claim,active_days,claims_per_day,days_since_lastclaim,PotentialFraud,segment,visits_per_qtr,cost_of_visit,quaterly_cost
PRV56293,2,420,210.0,2,2009-02-21,2009-05-12,80,0.0246913580246913,233,No,standard,1,200,200
PRV56295,3,1170,390.0,3,2009-04-14,2009-07-17,94,0.031578947368421,167,No,standard,1,200,200
PRV56297,14,3150,225.0,12,2009-01-05,2009-12-30,359,0.0388888888888888,1,No,standard,1,200,200
PRV56299,5,320,64.0,5,2009-01-05,2009-06-23,169,0.0294117647058823,191,No,standard,1,200,200
PRV56300,7,990,141.42857142857142,4,2009-01-21,2009-11-01,284,0.0245614035087719,60,No,standard,1,200,200
PRV56301,3,1030,343.3333333333333,3,2009-04-26,2009-10-24,181,0.0164835164835164,68,No,standard,1,200,200
PRV56302,4,1500,375.0,4,2009-03-09,2009-09-30,205,0.0194174757281553,92,No,standard,1,200,200
PRV56303,2,70,35.0,2,2009-05-26,2009-10-04,131,0.0151515151515151,88,No,standard,1,200,200
PRV56304,12,12460,1038.3333333333333,11,2009-01-18,2009-10-17,272,0.0439560439560439,75,No,standard,1,200,200
PRV56305,24,3950,164.58333333333334,9,2009-01-20,2009-12-16,330,0.0725075528700906,15,No,standard,1,200,200
PRV56306,5,1390,278.0,4,2009-03-21,2009-08-17,149,0.0333333333333333,136,No,standard,1,200,200
PRV56307,11,1030,93.63636363636364,11,2009-02-09,2009-11-30,294,0.0372881355932203,31,No,standard,1,200,200
PRV56308,9,2970,330.0,6,2009-03-01,2009-11-18,262,0.0342205323193916,43,No,standard,1,200,200
PRV56309,2,1280,640.0,2,2009-04-05,2009-12-30,269,0.0074074074074074,1,No,standard,1,200,200
PRV56311,17,7610,447.6470588235294,9,2009-02-03,2009-12-10,310,0.0546623794212218,21,No,standard,1,200,200
PRV56313,2,80,40.0,2,2009-05-29,2009-07-12,44,0.0444444444444444,172,No,standard,1,200,200
PRV56314,5,1110,222.0,5,2009-01-18,2009-08-04,198,0.0251256281407035,149,No,standard,1,200,200
PRV56316,5,3250,650.0,5,2009-04-11,2009-09-13,155,0.032051282051282,109,No,standard,1,200,200
PRV56317,1,10,10.0,1,2009-09-13,2009-09-13,0,1.0,109,No,standard,1,200,200
PRV56318,1,200,200.0,1,2009-01-04,2009-01-04,0,1.0,361,No,standard,1,200,200
PRV56319,8,4880,610.0,8,2009-01-04,2009-12-05,335,0.0238095238095238,26,No,standard,1,200,200
PRV56321,7,3910,558.5714285714286,6,2009-01-26,2009-11-11,289,0.0241379310344827,50,No,standard,1,200,200
PRV56322,27,4430,164.07407407407408,21,2009-01-09,2009-12-24,349,0.0771428571428571,7,No,standard,1,200,200
PRV56324,1,100,100.0,1,2009-10-30,2009-10-30,0,1.0,62,No,standard,1,200,200
PRV56328,13,1480,113.84615384615384,12,2009-02-24,2009-12-18,297,0.0436241610738255,13,No,standard,1,200,200
PRV56330,15,3050,203.33333333333337,14,2009-02-01,2009-12-27,329,0.0454545454545454,4,No,standard,1,200,200
PRV56331,1,10,10.0,1,2009-09-07,2009-09-07,0,1.0,115,No,standard,1,200,200
PRV56333,33,8600,260.6060606060606,27,2009-01-26,2009-11-04,282,0.1166077738515901,57,No,standard,1,200,200
PRV56334,5,330,66.0,5,2009-01-23,2009-12-29,340,0.0146627565982404,2,No,standard,1,200,200
PRV56337,2,180,90.0,2,2009-04-03,2009-04-07,4,0.4,268,No,standard,1,200,200
PRV56344,9,3370,374.44444444444446,8,2009-01-11,2009-12-09,332,0.027027027027027,22,No,standard,1,200,200
PRV56345,436,112690,258.4633027522936,208,2008-12-25,2009-12-31,371,1.1720430107526882,0,No,champion,6,1200,1200
PRV56346,33,13610,412.4242424242424,20,2009-01-01,2009-12-25,358,0.0919220055710306,6,No,rising stars,4,800,800
PRV56347,34,9850,289.70588235294116,29,2008-12-19,2009-12-26,372,0.0911528150134048,5,No,rising stars,4,800,800
PRV56348,43,8270,192.32558139534885,32,2009-01-01,2009-12-24,357,0.1201117318435754,7,No,rising stars,4,800,800
PRV56349,24,10700,445.8333333333333,22,2008-12-12,2009-12-19,372,0.064343163538874,12,No,standard,1,200,200
PRV56350,70,24080,344.0,59,2009-01-03,2009-12-29,360,0.1939058171745152,2,Yes,champion,6,1200,1200
PRV56351,21,5540,263.8095238095238,14,2009-02-02,2009-12-19,320,0.0654205607476635,12,No,standard,1,200,200
PRV56352,16,2510,156.875,15,2009-01-08,2009-11-27,323,0.0493827160493827,34,No,standard,1,200,200
PRV56353,76,28440,374.2105263157895,37,2009-01-09,2009-12-24,349,0.2171428571428571,7,No,champion,6,1200,1200
PRV56354,5,3360,672.0,5,2009-03-20,2009-10-11,205,0.0242718446601941,81,No,standard,1,200,200
PRV56355,87,26930,309.5402298850575,32,2009-01-09,2009-12-31,356,0.2436974789915966,0,No,champion,6,1200,1200
PRV56357,10,1320,132.0,8,2009-01-05,2009-11-03,302,0.033003300330033,58,No,standard,1,200,200
PRV56358,3,150,50.0,3,2009-02-04,2009-08-13,190,0.0157068062827225,140,No,standard,1,200,200
PRV56360,56,10810,193.03571428571428,30,2009-01-22,2009-12-31,343,0.1627906976744186,0,No,rising stars,4,800,800
PRV56361,78,42260,541.7948717948718,37,2009-01-02,2009-12-31,363,0.2142857142857142,0,Yes,champion,6,1200,1200
PRV56362,47,12570,267.4468085106383,43,2009-01-22,2009-12-27,339,0.138235294117647,4,No,rising stars,4,800,800
PRV56363,14,6780,484.2857142857143,8,2009-01-05,2009-11-04,303,0.0460526315789473,57,No,standard,1,200,200
PRV56364,61,22600,370.4918032786885,25,2009-01-17,2009-12-30,347,0.1752873563218391,1,No,rising stars,4,800,800
PRV56366,7,640,91.42857142857144,7,2009-02-28,2009-11-18,263,0.0265151515151515,43,No,standard,1,200,200
PRV56367,38,9850,259.2105263157895,12,2009-01-02,2009-12-10,342,0.1107871720116618,21,No,standard,1,200,200
PRV56368,24,3550,147.91666666666666,10,2009-01-12,2009-12-28,350,0.0683760683760683,3,No,standard,1,200,200
PRV56369,1,80,80.0,1,2009-06-08,2009-06-08,0,1.0,206,No,standard,1,200,200
PRV56370,7,1420,202.8571428571429,3,2009-01-28,2009-11-06,282,0.0247349823321554,55,No,standard,1,200,200
PRV56373,1,10,10.0,1,2009-03-09,2009-03-09,0,1.0,297,No,standard,1,200,200
PRV56374,19,6990,367.89473684210526,11,2009-01-17,2009-11-27,314,0.0603174603174603,34,No,standard,1,200,200
PRV56375,38,11970,315.0,25,2009-01-03,2009-12-30,361,0.1049723756906077,1,No,rising stars,4,800,800
PRV56376,18,10260,570.0,8,2009-01-11,2009-12-11,334,0.053731343283582,20,No,standard,1,200,200
PRV56378,25,4250,170.0,17,2008-12-26,2009-11-12,321,0.077639751552795,49,No,standard,1,200,200
PRV56379,36,8600,238.88888888888889,21,2009-01-07,2009-12-16,343,0.1046511627906976,15,No,standard,1,200,200
PRV56380,17,5020,295.29411764705884,10,2009-02-24,2009-12-17,296,0.0572390572390572,14,No,standard,1,200,200
PRV56381,7,4670,667.1428571428571,1,2009-01-07,2009-09-19,255,0.02734375,103,No,standard,1,200,200
PRV56384,36,10950,304.1666666666667,17,2009-01-19,2009-12-26,341,0.1052631578947368,5,No,rising stars,4,800,800
PRV56385,17,2630,154.7058823529412,11,2009-02-27,2009-11-28,274,0.0618181818181818,33,No,standard,1,200,200
PRV56387,1,90,90.0,1,2009-08-03,2009-08-03,0,1.0,150,No,standard,1,200,200
PRV56388,4,3500,875.0,4,2009-01-07,2009-12-01,328,0.0121580547112462,30,No,standard,1,200,200
PRV56389,8,5560,695.0,8,2009-01-06,2009-12-24,352,0.0226628895184136,7,No,standard,1,200,200
PRV56390,3,220,73.33333333333333,3,2009-08-23,2009-12-30,129,0.023076923076923,1,No,standard,1,200,200
PRV56391,1,50,50.0,1,2009-06-21,2009-06-21,0,1.0,193,No,standard,1,200,200
PRV56392,13,3810,293.0769230769231,8,2009-01-03,2009-11-27,328,0.0395136778115501,34,Yes,standard,1,200,200
PRV56393,7,1870,267.14285714285717,6,2009-02-09,2009-12-08,302,0.0231023102310231,23,No,standard,1,200,200
PRV56394,26,14580,560.7692307692307,13,2009-02-05,2009-12-21,319,0.08125,10,No,rising stars,4,800,800
PRV56396,42,16620,395.7142857142857,41,2009-01-06,2009-12-17,345,0.1213872832369942,14,Yes,rising stars,4,800,800
PRV56397,33,5530,167.57575757575756,30,2009-01-12,2009-11-25,317,0.1037735849056603,36,No,standard,1,200,200
PRV56398,14,1440,102.85714285714286,14,2009-01-03,2009-12-22,353,0.03954802259887,9,No,standard,1,200,200
PRV56400,3,220,73.33333333333333,3,2009-07-17,2009-12-09,145,0.0205479452054794,22,Yes,standard,1,200,200
PRV56401,109,19570,179.54128440366972,37,2009-01-09,2009-12-30,355,0.3061797752808989,1,No,rising stars,4,800,800
PRV56403,20,11380,569.0,19,2009-01-30,2009-12-31,335,0.0595238095238095,0,Yes,standard,1,200,200
PRV56404,260,100330,385.88461538461536,117,2009-01-01,2009-12-31,364,0.7123287671232876,0,No,champion,6,1200,1200
PRV56405,43,21710,504.8837209302326,39,2009-01-16,2009-12-19,337,0.1272189349112426,12,No,rising stars,4,800,800
PRV56406,144,38570,267.84722222222223,61,2009-01-01,2009-12-30,363,0.3956043956043956,1,No,champion,6,1200,1200
PRV56407,29,5810,200.3448275862069,29,2009-01-14,2009-12-17,337,0.0857988165680473,14,No,standard,1,200,200
PRV56408,51,11190,219.41176470588235,21,2009-01-04,2009-12-30,360,0.1412742382271468,1,No,rising stars,4,800,800
PRV56410,249,69000,277.10843373493975,132,2009-01-01,2009-12-31,364,0.6821917808219178,0,No,champion,6,1200,1200
PRV56411,54,9960,184.44444444444449,30,2009-01-01,2009-12-26,359,0.15,5,No,rising stars,4,800,800
PRV56412,76,17820,234.47368421052633,53,2009-01-04,2009-12-27,357,0.2122905027932961,4,No,rising stars,4,800,800
PRV56413,9,5120,568.8888888888889,9,2009-01-04,2009-11-06,306,0.0293159609120521,55,No,standard,1,200,200
PRV56414,23,5590,243.04347826086956,22,2009-01-08,2009-11-14,310,0.0739549839228295,47,No,standard,1,200,200
PRV56415,28,8480,302.85714285714283,28,2009-01-01,2009-11-28,331,0.0843373493975903,33,No,standard,1,200,200
PRV56416,1047,315370,301.2129894937918,535,2008-12-24,2009-12-31,372,2.806970509383378,0,Yes,champion,6,1200,1200
PRV56417,97,17760,183.09278350515464,42,2009-01-01,2009-12-21,354,0.2732394366197183,10,No,rising stars,4,800,800
PRV56418,21,8990,428.0952380952381,20,2009-02-16,2009-12-01,288,0.0726643598615917,30,No,standard,1,200,200
PRV56421,77,22300,289.61038961038963,59,2009-01-09,2009-12-26,351,0.21875,5,Yes,champion,6,1200,1200
PRV56423,4,1330,332.5,3,2009-03-18,2009-10-28,224,0.0177777777777777,64,No,standard,1,200,200
PRV56425,303,79610,262.73927392739273,124,2008-12-27,2009-12-30,368,0.8211382113821138,1,Yes,champion,6,1200,1200
PRV56426,331,94450,285.34743202416917,217,2008-12-30,2009-12-31,366,0.9019073569482288,0,No,champion,6,1200,1200
PRV56427,15,7870,524.6666666666666,15,2009-01-02,2009-12-31,363,0.0412087912087912,0,No,standard,1,200,200
PRV56428,231,55230,239.0909090909091,129,2009-01-01,2009-12-31,364,0.6328767123287671,0,Yes,champion,6,1200,1200
PRV56430,28,7660,273.57142857142856,27,2009-01-05,2009-12-05,334,0.0835820895522388,26,No,standard,1,200,200
PRV56432,17,6030,354.70588235294116,13,2009-03-24,2009-12-07,258,0.0656370656370656,24,No,standard,1,200,200
PRV56433,95,37050,390.0,90,2009-01-06,2009-12-26,354,0.2676056338028169,5,No,champion,6,1200,1200
PRV56435,195,50200,257.43589743589746,97,2009-01-01,2009-12-29,362,0.5371900826446281,2,Yes,champion,6,1200,1200
PRV56437,509,147910,290.5893909626719,270,2008-12-28,2009-12-31,368,1.3794037940379404,0,Yes,champion,6,1200,1200
PRV56438,56,23160,413.57142857142856,54,2009-01-02,2009-12-30,362,0.1542699724517906,1,Yes,rising stars,4,800,800
PRV56439,340,106370,312.8529411764706,190,2008-12-20,2009-12-31,376,0.9018567639257294,0,No,champion,6,1200,1200
PRV56440,65,24500,376.9230769230769,59,2009-01-06,2009-12-27,355,0.1825842696629213,4,No,rising stars,4,800,800
PRV56441,25,3280,131.2,25,2009-01-08,2009-12-15,341,0.0730994152046783,16,No,standard,1,200,200
PRV56442,970,276670,285.22680412371136,489,2008-12-19,2009-12-31,377,2.566137566137566,0,Yes,champion,6,1200,1200
PRV56444,1002,303080,302.4750499001996,664,2008-12-15,2009-12-31,381,2.6230366492146597,0,Yes,champion,6,1200,1200
PRV56445,16,4720,295.0,15,2009-01-03,2009-11-23,324,0.0492307692307692,38,No,standard,1,200,200
PRV56447,132,42200,319.6969696969697,84,2009-01-01,2009-12-29,362,0.3636363636363636,2,Yes,champion,6,1200,1200
PRV56448,436,147360,337.9816513761468,267,2009-01-01,2009-12-31,364,1.1945205479452057,0,No,champion,6,1200,1200
PRV56449,93,19050,204.83870967741936,77,2008-12-31,2009-12-28,362,0.256198347107438,3,No,rising stars,4,800,800
PRV56451,189,49360,261.16402116402116,77,2008-12-28,2009-12-26,363,0.5192307692307693,5,No,champion,6,1200,1200
PRV56452,84,26730,318.2142857142857,68,2009-01-01,2009-12-25,358,0.233983286908078,6,No,champion,6,1200,1200
PRV56453,87,36570,420.3448275862069,49,2009-01-02,2009-12-30,362,0.2396694214876033,1,No,champion,6,1200,1200
PRV56454,122,39330,322.37704918032784,77,2009-01-04,2009-12-20,350,0.3475783475783476,11,No,champion,6,1200,1200
PRV56455,8,4300,537.5,7,2009-03-19,2009-10-25,220,0.0361990950226244,67,No,standard,1,200,200
PRV56456,23,8410,365.6521739130435,22,2008-12-31,2009-12-27,361,0.0635359116022099,4,No,standard,1,200,200
PRV56458,42,12860,306.1904761904762,38,2009-01-06,2009-12-25,353,0.1186440677966101,6,No,rising stars,4,800,800
PRV56461,80,29930,374.125,73,2009-01-01,2009-12-25,358,0.2228412256267409,6,No,champion,6,1200,1200
PRV56463,14,1380,98.57142857142856,14,2009-02-09,2009-11-28,292,0.0477815699658703,33,No,standard,1,200,200
PRV56464,60,12800,213.33333333333337,56,2009-01-07,2009-12-26,353,0.1694915254237288,5,No,rising stars,4,800,800
PRV56466,44,7200,163.63636363636363,36,2008-12-15,2009-12-28,378,0.1160949868073878,3,No,rising stars,4,800,800
PRV56467,282,72910,258.54609929078015,164,2008-12-15,2009-12-31,381,0.7382198952879581,0,No,champion,6,1200,1200
PRV56468,22,4610,209.54545454545453,21,2009-01-02,2009-11-11,313,0.0700636942675159,50,No,standard,1,200,200
PRV56469,71,22580,318.0281690140845,69,2009-01-12,2009-12-23,345,0.2052023121387283,8,No,champion,6,1200,1200
PRV56470,24,6860,285.8333333333333,17,2009-01-01,2009-12-28,361,0.0662983425414364,3,No,standard,1,200,200
PRV56471,34,8380,246.47058823529412,17,2009-01-01,2009-12-03,336,0.1008902077151335,28,No,standard,1,200,200
PRV56473,43,8090,188.13953488372093,41,2008-12-27,2009-12-29,367,0.1168478260869565,2,No,rising stars,4,800,800
PRV56474,24,5640,235.0,21,2008-12-31,2009-12-31,365,0.0655737704918032,0,No,standard,1,200,200
PRV56475,27,10560,391.1111111111111,16,2009-01-03,2009-12-25,356,0.0756302521008403,6,No,rising stars,4,800,800
PRV56476,3,700,233.33333333333337,3,2009-01-06,2009-07-17,192,0.0155440414507772,167,No,standard,1,200,200
PRV56477,7,4350,621.4285714285714,6,2009-01-16,2009-11-24,312,0.0223642172523961,37,No,standard,1,200,200
PRV56478,70,19210,274.42857142857144,65,2009-01-01,2009-12-24,357,0.1955307262569832,7,No,rising stars,4,800,800
PRV56479,109,27100,248.62385321100916,95,2009-01-11,2009-12-31,354,0.3070422535211267,0,No,champion,6,1200,1200
PRV56480,16,2200,137.5,16,2009-01-11,2009-12-18,341,0.0467836257309941,13,No,standard,1,200,200
PRV56481,39,9130,234.10256410256412,36,2009-01-10,2009-12-16,340,0.1143695014662756,15,Yes,standard,1,200,200
PRV56482,23,14660,637.3913043478261,17,2009-01-20,2009-12-07,321,0.0714285714285714,24,No,standard,1,200,200
PRV56483,24,10380,432.5,23,2009-01-15,2009-12-27,346,0.069164265129683,4,No,standard,1,200,200
PRV56484,6,4990,831.6666666666666,6,2009-01-03,2009-08-22,231,0.0258620689655172,131,No,standard,1,200,200
PRV56485,31,12400,400.0,15,2008-12-22,2009-12-27,370,0.0835579514824797,4,No,rising stars,4,800,800
PRV56486,61,23860,391.1475409836066,32,2009-01-03,2009-12-03,334,0.1820895522388059,28,No,standard,1,200,200
PRV56487,19,2810,147.89473684210526,19,2009-01-15,2009-12-29,348,0.0544412607449856,2,No,standard,1,200,200
PRV56489,15,5690,379.3333333333333,15,2009-01-01,2009-11-30,333,0.0449101796407185,31,No,standard,1,200,200
PRV56490,3,170,56.666666666666664,3,2009-03-02,2009-08-12,163,0.0182926829268292,141,No,standard,1,200,200
PRV56494,415,140580,338.7469879518072,221,2008-12-16,2009-12-27,376,1.1007957559681698,4,No,champion,6,1200,1200
PRV56495,31,10960,353.5483870967742,19,2009-01-01,2009-12-27,360,0.0858725761772853,4,No,rising stars,4,800,800
PRV56496,29,7540,260.0,20,2009-01-17,2009-12-05,322,0.0897832817337461,26,No,standard,1,200,200
PRV56497,22,8330,378.6363636363636,18,2009-01-06,2009-12-12,340,0.064516129032258,19,No,standard,1,200,200
PRV56498,4,2180,545.0,4,2009-07-21,2009-10-20,91,0.0434782608695652,72,No,standard,1,200,200
PRV56500,113,33910,300.08849557522126,56,2009-01-01,2009-12-27,360,0.3130193905817174,4,No,champion,6,1200,1200
PRV56501,177,67090,379.03954802259886,106,2009-01-01,2009-12-28,361,0.4889502762430939,3,Yes,champion,6,1200,1200
PRV56502,5,1170,234.0,4,2009-01-16,2009-07-14,179,0.0277777777777777,170,No,standard,1,200,200
PRV56504,44,14850,337.5,28,2009-01-03,2009-12-30,361,0.1215469613259668,1,No,rising stars,4,800,800
PRV56507,29,96580,3330.344827586207,19,2009-01-16,2009-12-22,340,0.0850439882697947,9,No,rising stars,4,800,800
PRV56508,140,36250,258.92857142857144,73,2009-01-06,2009-12-28,356,0.392156862745098,3,No,champion,6,1200,1200
PRV56509,87,31040,356.7816091954023,39,2009-01-05,2009-12-29,358,0.2423398328690807,2,No,champion,6,1200,1200
PRV56510,7,490,70.0,6,2009-01-26,2009-08-29,215,0.0324074074074074,124,No,standard,1,200,200
PRV56511,18,4700,261.1111111111111,16,2009-01-31,2009-12-17,320,0.0560747663551401,14,No,standard,1,200,200
PRV56512,19,7500,394.7368421052632,13,2009-02-23,2009-12-22,302,0.0627062706270627,9,No,standard,1,200,200
PRV56514,5,1130,226.0,5,2009-06-02,2009-11-15,166,0.029940119760479,46,No,standard,1,200,200
PRV56515,4,600,150.0,4,2009-04-02,2009-08-14,134,0.0296296296296296,139,No,standard,1,200,200
PRV56517,96,34380,358.125,80,2008-12-31,2009-12-26,360,0.2659279778393352,5,No,champion,6,1200,1200
PRV56518,2,900,450.0,2,2009-02-24,2009-04-05,40,0.048780487804878,270,No,standard,1,200,200
PRV56521,26,8100,311.53846153846155,17,2009-01-17,2009-10-27,283,0.0915492957746478,65,No,standard,1,200,200
PRV56522,3,1700,566.6666666666666,3,2009-01-28,2009-07-13,166,0.0179640718562874,171,No,standard,1,200,200
PRV56523,17,6450,379.4117647058824,16,2009-01-04,2009-12-30,360,0.0470914127423822,1,Yes,standard,1,200,200
PRV56524,3,120,40.0,3,2009-04-04,2009-07-12,99,0.03,172,No,standard,1,200,200
PRV56525,46,10230,222.3913043478261,31,2009-01-10,2009-12-16,340,0.1348973607038123,15,No,standard,1,200,200
PRV56526,24,7280,303.3333333333333,22,2009-01-26,2009-12-09,317,0.0754716981132075,22,No,standard,1,200,200
PRV56527,44,15690,356.59090909090907,29,2009-01-17,2009-11-25,312,0.1405750798722044,36,No,standard,1,200,200
PRV56528,14,2050,146.42857142857142,10,2009-01-14,2009-11-08,298,0.0468227424749163,53,No,standard,1,200,200
PRV56529,24,3210,133.75,21,2009-01-10,2009-12-24,348,0.0687679083094555,7,No,standard,1,200,200
PRV56530,3,380,126.66666666666669,3,2009-03-31,2009-10-01,184,0.0162162162162162,91,No,standard,1,200,200
PRV56531,4,220,55.0,4,2009-02-02,2009-10-17,257,0.0155038759689922,75,No,standard,1,200,200
PRV56535,53,16760,316.22641509433964,37,2009-01-06,2009-12-31,359,0.1472222222222222,0,No,rising stars,4,800,800
PRV56536,52,16090,309.4230769230769,31,2008-12-27,2009-12-27,365,0.1420765027322404,4,No,rising stars,4,800,800
PRV56537,77,14000,181.8181818181818,60,2009-01-05,2009-12-26,355,0.2162921348314606,5,No,rising stars,4,800,800
PRV56538,14,4180,298.57142857142856,7,2009-03-06,2009-12-06,275,0.0507246376811594,25,No,standard,1,200,200
PRV56539,1,900,900.0,1,2009-10-15,2009-10-15,0,1.0,77,No,standard,1,200,200
PRV56544,1,30,30.0,1,2009-11-14,2009-11-14,0,1.0,47,No,standard,1,200,200
PRV56550,21,14290,680.4761904761905,19,2009-01-06,2009-12-27,355,0.0589887640449438,4,Yes,standard,1,200,200
PRV56551,30,13910,463.6666666666667,27,2008-12-27,2009-12-27,365,0.081967213114754,4,No,rising stars,4,800,800
PRV56552,18,4990,277.22222222222223,13,2009-01-01,2009-12-27,360,0.0498614958448753,4,No,standard,1,200,200
PRV56553,43,10440,242.7906976744186,28,2009-01-05,2009-12-17,346,0.1239193083573487,14,No,rising stars,4,800,800
PRV56554,39,13390,343.3333333333333,38,2009-01-14,2009-12-28,348,0.1117478510028653,3,No,rising stars,4,800,800
PRV56555,6,3580,596.6666666666666,6,2009-03-31,2009-11-04,218,0.0273972602739726,57,No,standard,1,200,200
PRV56556,599,191780,320.1669449081803,301,2008-12-21,2009-12-31,375,1.5930851063829787,0,No,champion,6,1200,1200
PRV56557,45,17630,391.77777777777777,40,2009-01-01,2009-12-21,354,0.1267605633802817,10,No,rising stars,4,800,800
PRV56559,865,284680,329.1098265895954,674,2008-12-21,2009-12-31,375,2.300531914893617,0,No,champion,6,1200,1200
PRV56560,1561,480950,308.1037796284433,742,2008-12-15,2009-12-30,380,4.097112860892389,1,Yes,champion,6,1200,1200
PRV56562,28,8570,306.07142857142856,16,2009-01-15,2009-12-09,328,0.0851063829787234,22,No,standard,1,200,200
PRV56563,18,3520,195.55555555555551,18,2009-01-05,2009-11-25,324,0.0553846153846153,36,No,standard,1,200,200
PRV56566,134,49690,370.82089552238807,53,2008-12-29,2009-12-27,363,0.3681318681318681,4,Yes,champion,6,1200,1200
PRV56568,99,51010,515.2525252525253,48,2008-12-21,2009-12-29,373,0.2647058823529412,2,No,champion,6,1200,1200
PRV56570,14,2780,198.57142857142856,14,2009-01-19,2009-12-09,324,0.043076923076923,22,No,standard,1,200,200
PRV56571,6,4470,745.0,5,2009-02-07,2009-10-10,245,0.024390243902439,82,No,standard,1,200,200
PRV56572,15,3580,238.66666666666663,15,2009-01-12,2009-12-27,349,0.0428571428571428,4,No,standard,1,200,200
PRV56574,39,14020,359.4871794871795,33,2009-01-03,2009-12-29,360,0.1080332409972299,2,No,rising stars,4,800,800
PRV56575,555,167200,301.26126126126127,378,2008-12-17,2009-12-30,378,1.4643799472295516,1,Yes,champion,6,1200,1200
PRV56576,186,57380,308.494623655914,97,2008-12-12,2009-12-28,381,0.4869109947643979,3,No,champion,6,1200,1200
PRV56577,215,51050,237.4418604651163,192,2008-12-15,2009-12-29,379,0.5657894736842105,2,No,champion,6,1200,1200
PRV56578,54,14920,276.2962962962963,50,2009-01-04,2009-12-28,358,0.1504178272980501,3,No,rising stars,4,800,800
PRV56579,33,6230,188.7878787878788,15,2009-01-26,2009-12-25,333,0.0988023952095808,6,No,standard,1,200,200
PRV56580,140,47790,341.35714285714283,127,2009-01-01,2009-12-29,362,0.3856749311294766,2,No,champion,6,1200,1200
PRV56581,7,2110,301.42857142857144,7,2009-01-05,2009-11-05,304,0.0229508196721311,56,No,standard,1,200,200
PRV56583,7,2820,402.8571428571428,7,2009-02-04,2009-12-16,315,0.0221518987341772,15,No,standard,1,200,200
PRV56584,38,11360,298.94736842105266,26,2009-01-06,2009-12-28,356,0.1064425770308123,3,No,rising stars,4,800,800
PRV56585,2,90,45.0,2,2009-06-14,2009-08-07,54,0.0363636363636363,146,No,standard,1,200,200
PRV56586,2,290,145.0,2,2009-01-19,2009-10-04,258,0.0077220077220077,88,No,standard,1,200,200
PRV56587,330,99580,301.75757575757575,257,2008-12-28,2009-12-29,366,0.8991825613079019,2,Yes,champion,6,1200,1200
PRV56588,125,41140,329.12,117,2008-12-28,2009-12-28,365,0.3415300546448087,3,Yes,champion,6,1200,1200
PRV56589,17,9940,584.7058823529412,17,2009-01-08,2009-12-12,338,0.0501474926253687,19,No,standard,1,200,200
PRV56590,25,6780,271.2,24,2009-01-17,2009-11-12,299,0.0833333333333333,49,No,standard,1,200,200
PRV56591,101,29920,296.23762376237624,66,2009-01-02,2009-12-26,358,0.2813370473537604,5,Yes,champion,6,1200,1200
PRV56592,43,4520,105.11627906976744,40,2009-01-13,2009-12-29,350,0.1225071225071225,2,Yes,standard,1,200,200
PRV56593,35,8920,254.8571428571429,35,2009-01-14,2009-12-01,321,0.108695652173913,30,No,standard,1,200,200
PRV56594,53,23460,442.64150943396226,49,2008-12-18,2009-12-18,365,0.1448087431693989,13,No,rising stars,4,800,800
PRV56595,42,13740,327.14285714285717,36,2009-01-12,2009-12-13,335,0.125,18,No,standard,1,200,200
PRV56596,11,2990,271.8181818181818,11,2009-01-04,2009-12-16,346,0.031700288184438,15,No,standard,1,200,200
PRV56597,151,46310,306.6887417218543,93,2009-01-01,2009-12-30,363,0.4148351648351648,1,No,champion,6,1200,1200
PRV56598,213,74130,348.0281690140845,159,2009-01-01,2009-12-26,359,0.5916666666666667,5,No,champion,6,1200,1200
PRV56601,25,7840,313.6,25,2009-01-18,2009-12-31,347,0.0718390804597701,0,No,rising stars,4,800,800
PRV56602,107,39840,372.33644859813086,44,2008-12-21,2009-12-24,368,0.2899728997289973,7,No,champion,6,1200,1200
PRV56603,2,60,30.0,2,2009-01-30,2009-05-20,110,0.018018018018018,225,No,standard,1,200,200
PRV56604,21,6130,291.9047619047619,21,2009-01-10,2009-12-23,347,0.0603448275862069,8,No,standard,1,200,200
PRV56605,78,22710,291.15384615384613,28,2008-12-17,2009-12-23,371,0.2096774193548387,8,Yes,champion,6,1200,1200
PRV56606,35,6360,181.71428571428572,15,2009-01-22,2009-12-28,340,0.1026392961876832,3,No,standard,1,200,200
PRV56607,55,18000,327.27272727272725,33,2009-01-01,2009-12-30,363,0.1510989010989011,1,No,rising stars,4,800,800
PRV56608,647,183700,283.9258114374034,354,2008-12-14,2009-12-31,382,1.6892950391644908,0,Yes,champion,6,1200,1200
PRV56610,14,2330,166.42857142857142,13,2009-01-16,2009-12-20,338,0.0412979351032448,11,No,standard,1,200,200
PRV56611,92,23910,259.89130434782606,50,2009-01-05,2009-12-29,358,0.2562674094707521,2,No,champion,6,1200,1200
PRV56613,228,66830,293.1140350877193,114,2008-12-16,2009-12-31,380,0.5984251968503937,0,No,champion,6,1200,1200
PRV56614,8,1080,135.0,8,2009-02-04,2009-12-20,319,0.025,11,No,standard,1,200,200
PRV56615,98,24760,252.6530612244898,79,2009-01-05,2009-12-31,360,0.2714681440443213,0,No,champion,6,1200,1200
PRV56616,133,26470,199.02255639097743,111,2008-12-19,2009-12-29,375,0.3537234042553192,2,Yes,champion,6,1200,1200
PRV56618,109,26940,247.1559633027523,82,2008-12-31,2009-12-24,358,0.3036211699164345,7,No,champion,6,1200,1200
