Provider,total_claim,total_revenue,avg_claim,unique_patients,first_claim,last_claim,active_days,claims_per_day,days_since_lastclaim,PotentialFraud
PRV56608,647,183700,283.9258114374034,354,2008-12-14,2009-12-31,382,1.6892950391644908,0,Yes
PRV56610,14,2330,166.42857142857142,13,2009-01-16,2009-12-20,338,0.04129793510324484,11,No
PRV56611,92,23910,259.89130434782606,50,2009-01-05,2009-12-29,358,0.2562674094707521,2,No
PRV56613,228,66830,293.1140350877193,114,2008-12-16,2009-12-31,380,0.5984251968503937,0,No
PRV56614,8,1080,135.0,8,2009-02-04,2009-12-20,319,0.025,11,No
PRV56615,98,24760,252.6530612244898,79,2009-01-05,2009-12-31,360,0.27146814404432135,0,No
PRV56616,133,26470,199.02255639097746,111,2008-12-19,2009-12-29,375,0.3537234042553192,2,Yes
PRV56618,109,26940,247.1559633027523,82,2008-12-31,2009-12-24,358,0.30362116991643456,7,No
PRV56621,69,18370,266.231884057971,63,2009-01-13,2009-12-30,351,0.19602272727272727,1,No
PRV56622,18,6760,375.55555555555554,16,2009-01-02,2009-11-26,328,0.0547112462006079,35,No
PRV56624,9,4220,468.8888888888889,9,2009-05-17,2009-10-15,151,0.05921052631578947,77,Yes
PRV56625,27,8250,305.55555555555554,26,2009-01-03,2009-12-27,358,0.07520891364902507,4,No
PRV56626,72,15310,212.63888888888889,54,2009-01-03,2009-12-13,344,0.20869565217391303,18,No
PRV56628,74,16390,221.48648648648648,64,2009-01-04,2009-12-18,348,0.21203438395415472,13,No
PRV56630,69,25450,368.84057971014494,57,2009-01-02,2009-12-23,355,0.19382022471910113,8,Yes
PRV56632,49,21240,433.46938775510205,19,2009-01-11,2009-12-25,348,0.14040114613180515,6,No
PRV56633,5,600,120.0,3,2009-01-17,2009-10-06,262,0.019011406844106463,86,No
PRV56634,154,39470,256.2987012987013,100,2009-01-01,2009-12-28,361,0.425414364640884,3,No
PRV56635,9,2180,242.22222222222223,9,2009-01-03,2009-12-20,351,0.02556818181818182,11,No
PRV56637,123,27540,223.90243902439025,106,2008-12-31,2009-12-26,360,0.3407202216066482,5,No
PRV56638,19,6540,344.2105263157895,18,2009-01-11,2009-12-18,341,0.05555555555555555,13,No
PRV56639,73,29720,407.1232876712329,36,2008-12-26,2009-12-29,368,0.1978319783197832,2,No
PRV56640,16,6380,398.75,16,2009-01-03,2009-12-24,355,0.0449438202247191,7,No
PRV56641,1,100,100.0,1,2009-05-29,2009-05-29,0,1.0,216,No
PRV56642,104,31590,303.75,78,2008-12-21,2009-12-21,365,0.28415300546448086,10,No
PRV56643,11,2290,208.1818181818182,11,2009-01-09,2009-11-29,324,0.033846153846153845,32,No
PRV56645,44,13060,296.8181818181818,38,2008-12-31,2009-12-12,346,0.12680115273775217,19,No
PRV56647,48,10530,219.375,45,2009-01-10,2009-12-24,348,0.13753581661891118,7,Yes
PRV56648,35,12760,364.57142857142856,34,2009-01-04,2009-12-10,340,0.10263929618768329,21,No
PRV56649,185,57090,308.5945945945946,90,2008-12-28,2009-12-28,365,0.505464480874317,3,Yes
PRV56651,47,17460,371.48936170212767,28,2009-01-05,2009-12-28,357,0.13128491620111732,3,No
PRV56653,50,16250,325.0,34,2009-01-12,2009-12-21,343,0.14534883720930233,10,No
PRV56654,39,14580,373.84615384615387,26,2008-12-29,2009-12-27,363,0.10714285714285714,4,No
PRV56655,190,53570,281.94736842105266,92,2008-12-26,2009-12-31,370,0.5121293800539084,0,No
PRV56656,31,8640,278.7096774193548,20,2009-01-02,2009-12-03,335,0.09226190476190477,28,No
PRV56657,15,4960,330.6666666666667,14,2009-01-11,2009-12-13,336,0.04451038575667656,18,No
PRV56658,51,13550,265.6862745098039,51,2009-01-08,2009-12-24,350,0.1452991452991453,7,No
PRV56659,95,18580,195.57894736842104,51,2009-01-01,2009-12-29,362,0.26170798898071623,2,No
PRV56660,4,180,45.0,4,2009-01-11,2009-12-02,325,0.012269938650306749,29,No
PRV56662,3,230,76.66666666666667,3,2009-03-12,2009-05-16,65,0.045454545454545456,229,No
PRV56663,175,42740,244.22857142857143,104,2008-12-20,2009-12-30,375,0.4654255319148936,1,No
PRV56664,13,2200,169.23076923076923,10,2009-01-17,2009-12-06,323,0.040123456790123455,25,No
PRV56667,27,3510,130.0,24,2009-01-02,2009-11-24,326,0.08256880733944955,37,No
PRV56668,15,4120,274.6666666666667,14,2009-01-08,2009-12-07,333,0.04491017964071856,24,Yes
PRV56669,9,3580,397.77777777777777,6,2009-01-08,2009-09-03,238,0.03765690376569038,119,Yes
PRV56671,32,9450,295.3125,24,2009-01-01,2009-12-25,358,0.08913649025069638,6,No
PRV56672,123,27370,222.52032520325204,57,2008-12-24,2009-12-31,372,0.3297587131367292,0,No
PRV56673,1,40,40.0,1,2009-12-20,2009-12-20,0,1.0,11,No
PRV56674,33,11490,348.1818181818182,18,2008-12-15,2009-12-24,374,0.088,7,No
PRV56675,259,79580,307.25868725868725,149,2008-12-23,2009-12-28,370,0.6981132075471698,3,No
PRV56677,1,20,20.0,1,2009-04-16,2009-04-16,0,1.0,259,No
PRV56679,22,4020,182.72727272727272,16,2009-01-01,2009-12-24,357,0.061452513966480445,7,No
PRV56680,20,3170,158.5,19,2009-01-03,2009-12-16,347,0.05747126436781609,15,No
PRV56681,5,790,158.0,5,2009-03-26,2009-11-21,240,0.02074688796680498,40,No
PRV56682,12,2150,179.16666666666666,12,2009-01-26,2009-12-24,332,0.036036036036036036,7,No
PRV56683,126,47510,377.06349206349205,116,2009-01-11,2009-12-31,354,0.35492957746478876,0,No
PRV56684,55,12810,232.9090909090909,53,2009-01-11,2009-12-30,353,0.1553672316384181,1,No
PRV56685,275,76940,279.7818181818182,99,2008-12-24,2009-12-30,371,0.739247311827957,1,Yes
PRV56686,4,950,237.5,4,2009-02-03,2009-08-20,198,0.020100502512562814,133,No
PRV56687,4,3360,840.0,4,2009-02-07,2009-07-26,169,0.023529411764705882,158,No
PRV56688,27,7310,270.74074074074076,17,2008-12-30,2009-12-30,365,0.07377049180327869,1,No
PRV56689,1355,395830,292.12546125461256,679,2009-01-01,2009-12-30,363,3.7225274725274726,1,Yes
PRV56691,3,270,90.0,3,2009-04-10,2009-05-29,49,0.06,216,No
PRV56693,303,83300,274.9174917491749,252,2008-12-27,2009-12-31,369,0.8189189189189189,0,No
PRV56694,5,2350,470.0,5,2009-01-20,2009-12-06,320,0.01557632398753894,25,No
PRV56696,22,4130,187.72727272727272,21,2009-01-09,2009-10-24,288,0.07612456747404844,68,No
PRV56697,61,17270,283.11475409836066,31,2009-01-02,2009-12-25,357,0.17039106145251395,6,No
PRV56699,1,70,70.0,1,2009-01-04,2009-01-04,0,1.0,361,No
PRV56700,5,640,128.0,5,2009-03-15,2009-12-18,278,0.017921146953405017,13,No
PRV56701,13,3570,274.61538461538464,12,2009-01-26,2009-11-05,283,0.045774647887323945,56,No
PRV56702,178,39390,221.2921348314607,70,2009-01-01,2009-12-30,363,0.489010989010989,1,No
PRV56703,18,5500,305.55555555555554,18,2009-03-22,2009-12-04,257,0.06976744186046512,27,No
PRV56705,10,5030,503.0,10,2009-03-19,2009-12-24,280,0.03558718861209965,7,No
PRV56706,243,84160,346.3374485596708,120,2009-01-02,2009-12-27,359,0.675,4,Yes
PRV56707,15,2770,184.66666666666666,6,2009-01-08,2009-12-17,343,0.0436046511627907,14,No
PRV56708,4,630,157.5,4,2009-01-05,2009-11-21,320,0.012461059190031152,40,No
PRV56710,42,10180,242.38095238095238,35,2009-01-13,2009-12-25,346,0.12103746397694524,6,No
PRV56711,45,10450,232.22222222222223,35,2009-01-02,2009-12-26,358,0.12534818941504178,5,Yes
PRV56712,1,300,300.0,1,2009-06-12,2009-06-12,0,1.0,202,No
PRV56713,96,23770,247.60416666666666,86,2009-01-01,2009-12-23,356,0.2689075630252101,8,No
PRV56715,7,2610,372.85714285714283,7,2009-01-23,2009-09-24,244,0.02857142857142857,98,No
PRV56716,101,42300,418.81188118811883,57,2009-01-07,2009-12-30,357,0.28212290502793297,1,No
PRV56717,5,310,62.0,5,2009-03-25,2009-11-21,241,0.02066115702479339,40,No
PRV56718,111,27790,250.36036036036037,64,2009-01-05,2009-12-29,358,0.30919220055710306,2,No
PRV56719,48,11540,240.41666666666666,44,2009-01-13,2009-12-25,346,0.138328530259366,6,Yes
PRV56720,10,2750,275.0,10,2008-12-30,2009-12-29,364,0.0273972602739726,2,No
PRV56721,154,45540,295.7142857142857,141,2009-01-03,2009-12-31,362,0.42424242424242425,0,No
PRV56722,17,6650,391.1764705882353,17,2009-01-20,2009-12-25,339,0.05,6,No
PRV56723,11,2540,230.9090909090909,9,2009-01-31,2009-11-30,303,0.03618421052631579,31,No
PRV56724,16,4670,291.875,16,2009-01-07,2009-12-10,337,0.047337278106508875,21,No
PRV56725,220,79170,359.8636363636364,108,2009-01-04,2009-12-31,361,0.6077348066298343,0,No
PRV56726,11,5330,484.54545454545456,11,2009-01-16,2009-12-17,335,0.03273809523809524,14,No
PRV56728,33,9810,297.27272727272725,16,2009-01-01,2009-12-09,342,0.09620991253644315,22,No
PRV56729,177,57820,326.6666666666667,159,2009-01-04,2009-12-25,355,0.49719101123595505,6,No
PRV56730,23,6640,288.69565217391306,23,2009-01-09,2009-12-24,349,0.06571428571428571,7,Yes
PRV56731,13,5610,431.53846153846155,13,2009-02-05,2009-12-27,325,0.03987730061349693,4,Yes
PRV56732,12,1650,137.5,12,2009-02-21,2009-12-10,292,0.040955631399317405,21,Yes
PRV56733,135,36510,270.44444444444446,74,2009-01-02,2009-12-31,363,0.3708791208791209,0,No
PRV56734,12,2700,225.0,12,2009-01-13,2009-12-22,343,0.03488372093023256,9,No
PRV56735,314,98080,312.35668789808915,233,2009-01-02,2009-12-27,359,0.8722222222222222,4,No
PRV56738,383,103270,269.6344647519582,252,2008-12-19,2009-12-29,375,1.0186170212765957,2,No
PRV56739,2,80,40.0,2,2009-03-02,2009-06-13,103,0.019230769230769232,201,No
PRV56740,37,7990,215.94594594594594,32,2009-01-24,2009-12-30,340,0.10850439882697947,1,No
PRV56741,15,4950,330.0,15,2009-01-07,2009-12-17,344,0.043478260869565216,14,No
PRV56742,19,2790,146.8421052631579,18,2009-01-16,2009-11-17,305,0.06209150326797386,44,No
PRV56743,312,104550,335.09615384615387,269,2008-12-24,2009-12-29,370,0.8409703504043127,2,No
PRV56745,102,23790,233.23529411764707,44,2009-01-01,2009-12-31,364,0.27945205479452057,0,No
PRV56746,24,10170,423.75,23,2009-01-07,2009-12-20,347,0.06896551724137931,11,No
PRV56747,10,4970,497.0,10,2009-01-17,2009-12-02,319,0.03125,29,No
PRV56748,257,71040,276.420233463035,223,2009-01-02,2009-12-27,359,0.7138888888888889,4,Yes
PRV56749,13,1250,96.15384615384616,13,2009-01-13,2009-10-05,265,0.04887218045112782,87,No
PRV56750,6,1160,193.33333333333334,6,2009-03-02,2009-11-23,266,0.02247191011235955,38,No
PRV56751,66,15300,231.8181818181818,44,2009-01-01,2009-12-23,356,0.18487394957983194,8,No
PRV56752,20,1790,89.5,20,2009-01-02,2009-12-19,351,0.056818181818181816,12,No
PRV56753,10,5640,564.0,10,2009-01-11,2009-12-14,337,0.029585798816568046,17,No
PRV56754,73,15960,218.63013698630138,54,2009-01-04,2009-12-21,351,0.20738636363636365,10,No
PRV56755,13,2660,204.6153846153846,12,2009-01-11,2009-09-10,242,0.053497942386831275,112,No
PRV56758,393,121590,309.3893129770992,283,2008-12-21,2009-12-29,373,1.0508021390374331,2,No
PRV56759,6,720,120.0,6,2009-02-09,2009-11-02,266,0.02247191011235955,59,No
PRV56760,491,152190,309.959266802444,328,2008-12-23,2009-12-31,373,1.3128342245989304,0,No
PRV56761,19,4040,212.6315789473684,19,2009-01-10,2009-10-04,267,0.0708955223880597,88,No
PRV56762,33,7480,226.66666666666666,31,2009-01-11,2009-12-13,336,0.09792284866468842,18,No
PRV56763,9,750,83.33333333333333,9,2009-01-02,2009-12-18,350,0.02564102564102564,13,No
PRV56764,143,31910,223.14685314685315,102,2009-01-02,2009-12-27,359,0.3972222222222222,4,No
PRV56765,18,5760,320.0,17,2009-01-16,2009-11-16,304,0.05901639344262295,45,No
PRV56766,18,7390,410.55555555555554,17,2009-01-03,2009-12-20,351,0.05113636363636364,11,No
PRV56767,8,1330,166.25,8,2009-01-06,2009-12-10,338,0.02359882005899705,21,No
PRV56769,15,2830,188.66666666666666,13,2009-01-09,2009-11-30,325,0.046012269938650305,31,No
PRV56771,2,460,230.0,2,2009-04-18,2009-11-08,204,0.00975609756097561,53,No
PRV56772,50,11240,224.8,39,2008-12-25,2009-12-15,355,0.1404494382022472,16,No
PRV56773,27,13860,513.3333333333334,21,2009-01-04,2009-12-19,349,0.07714285714285714,12,No
PRV56775,14,6310,450.7142857142857,14,2009-01-05,2009-10-27,295,0.0472972972972973,65,No
PRV56777,27,3140,116.29629629629629,27,2008-12-23,2009-12-10,352,0.0764872521246459,21,No
PRV56778,17,5340,314.11764705882354,17,2009-03-17,2009-12-23,281,0.06028368794326241,8,No
PRV56780,6,850,141.66666666666666,6,2009-01-17,2009-10-21,277,0.02158273381294964,71,No
PRV56782,213,77010,361.5492957746479,105,2008-12-19,2009-12-27,373,0.56951871657754,4,No
PRV56783,65,19980,307.38461538461536,56,2009-01-06,2009-12-14,342,0.18950437317784258,17,No
PRV56784,12,4920,410.0,12,2009-01-06,2009-12-07,335,0.03571428571428571,24,No
PRV56788,138,43030,311.81159420289856,102,2009-01-01,2009-12-31,364,0.3780821917808219,0,No
PRV56789,47,12090,257.2340425531915,40,2009-01-14,2009-12-31,351,0.13352272727272727,0,No
PRV56790,70,28340,404.85714285714283,51,2009-01-12,2009-12-14,336,0.20771513353115728,17,No
PRV56791,181,48190,266.24309392265195,130,2009-01-07,2009-12-30,357,0.505586592178771,1,No
PRV56792,6,1260,210.0,6,2009-02-05,2009-12-13,311,0.019230769230769232,18,No
PRV56793,18,8240,457.77777777777777,18,2009-01-04,2009-11-29,329,0.05454545454545454,32,No
PRV56796,64,19160,299.375,60,2009-01-01,2009-12-20,353,0.1807909604519774,11,No
PRV56797,5,1260,252.0,5,2009-01-20,2009-10-20,273,0.01824817518248175,72,No
PRV56798,20,7370,368.5,18,2009-01-17,2009-12-01,318,0.06269592476489028,30,No
PRV56800,36,7770,215.83333333333334,33,2008-12-12,2009-12-31,384,0.09350649350649351,0,No
PRV56801,20,7450,372.5,19,2009-01-04,2009-10-28,297,0.06711409395973154,64,No
PRV56803,617,184620,299.22204213938414,351,2008-12-14,2009-12-29,380,1.6194225721784776,2,No
PRV56805,1,70,70.0,1,2009-12-14,2009-12-14,0,1.0,17,No
PRV56807,71,17920,252.3943661971831,68,2008-12-22,2009-12-28,371,0.19086021505376344,3,No
PRV56808,11,2350,213.63636363636363,11,2008-12-21,2009-11-26,340,0.03225806451612903,35,Yes
PRV56809,39,13770,353.0769230769231,36,2009-01-23,2009-12-30,341,0.11403508771929824,1,No
PRV56810,9,6220,691.1111111111111,9,2009-03-19,2009-11-19,245,0.036585365853658534,42,No
PRV56811,37,13420,362.7027027027027,37,2009-01-03,2009-12-28,359,0.10277777777777777,3,No
PRV56813,77,23110,300.12987012987014,63,2009-01-05,2009-12-18,347,0.22126436781609196,13,No
PRV56816,15,7040,469.3333333333333,15,2009-01-16,2009-12-26,344,0.043478260869565216,5,No
PRV56818,13,1140,87.6923076923077,10,2009-01-21,2009-12-31,344,0.03768115942028986,0,No
PRV56819,1,1900,1900.0,1,2009-07-28,2009-07-28,0,1.0,156,No
PRV56820,4,520,130.0,3,2009-02-01,2009-12-14,316,0.012618296529968454,17,No
PRV56821,10,3050,305.0,10,2009-02-08,2009-08-28,201,0.04950495049504951,125,No
PRV56823,14,6220,444.2857142857143,12,2009-01-08,2009-12-07,333,0.041916167664670656,24,No
PRV56824,111,36520,329.009009009009,103,2009-01-01,2009-12-31,364,0.3041095890410959,0,No
PRV56826,16,2580,161.25,16,2009-01-23,2009-11-05,286,0.05574912891986063,56,No
PRV56828,109,33160,304.2201834862385,106,2008-12-16,2009-12-21,370,0.29380053908355797,10,No
PRV56829,146,42580,291.64383561643837,81,2008-12-18,2009-12-27,374,0.3893333333333333,4,No
PRV56830,6,6480,1080.0,6,2009-02-05,2009-10-19,256,0.023346303501945526,73,No
PRV56831,5,760,152.0,5,2009-01-30,2009-10-29,272,0.018315018315018316,63,No
PRV56832,10,7510,751.0,10,2009-01-23,2009-10-31,281,0.03546099290780142,61,No
PRV56833,6,610,101.66666666666667,5,2009-01-10,2009-11-12,306,0.019543973941368076,49,No
PRV56834,11,3670,333.6363636363636,5,2009-02-09,2009-12-18,312,0.03514376996805112,13,No
PRV56835,77,18760,243.63636363636363,45,2009-01-01,2009-12-24,357,0.21508379888268156,7,No
PRV56836,3,740,246.66666666666666,3,2009-02-24,2009-09-26,214,0.013953488372093023,96,No
PRV56837,22,7790,354.09090909090907,15,2009-02-04,2009-12-01,300,0.07308970099667775,30,No
PRV56839,6,2780,463.3333333333333,6,2009-01-31,2009-10-16,258,0.023166023166023165,76,No
PRV56840,65,17990,276.7692307692308,27,2009-01-03,2009-12-30,361,0.17955801104972377,1,No
PRV56843,2,860,430.0,2,2009-08-23,2009-12-08,107,0.018518518518518517,23,No
PRV56845,7,560,80.0,7,2009-02-15,2009-12-01,289,0.02413793103448276,30,No
PRV56846,13,2820,216.92307692307693,8,2009-02-27,2009-12-15,291,0.04452054794520548,16,No
PRV56850,14,2910,207.85714285714286,6,2009-01-07,2009-12-31,358,0.03899721448467967,0,No
PRV56851,13,6630,510.0,5,2009-01-07,2009-11-24,321,0.040372670807453416,37,No
PRV56852,18,1890,105.0,8,2009-01-02,2009-11-19,321,0.055900621118012424,42,No
PRV56853,20,4270,213.5,5,2009-01-02,2009-12-09,341,0.05847953216374269,22,No
PRV56854,2,600,300.0,2,2009-05-18,2009-08-16,90,0.02197802197802198,137,No
PRV56855,3,280,93.33333333333333,3,2009-03-03,2009-10-08,219,0.013636363636363636,84,No
PRV56856,72,21870,303.75,28,2009-01-24,2009-12-17,327,0.21951219512195122,14,No
PRV56857,35,12390,354.0,18,2009-01-06,2009-12-30,358,0.09749303621169916,1,No
PRV56858,32,7100,221.875,21,2009-01-02,2009-12-31,363,0.08791208791208792,0,No
PRV56860,1,90,90.0,1,2009-06-26,2009-06-26,0,1.0,188,No
PRV56861,23,4710,204.7826086956522,18,2009-01-01,2009-12-11,344,0.06666666666666667,20,No
PRV56862,10,820,82.0,7,2009-01-02,2009-11-30,332,0.03003003003003003,31,No
PRV56863,38,12710,334.4736842105263,23,2009-01-03,2009-12-26,357,0.10614525139664804,5,No
PRV56864,14,2730,195.0,8,2009-01-12,2009-11-24,316,0.04416403785488959,37,No
PRV56866,49,13700,279.59183673469386,21,2009-01-03,2009-12-28,359,0.1361111111111111,3,No
PRV56867,5,2530,506.0,5,2009-04-12,2009-12-23,255,0.01953125,8,No
PRV56868,11,3960,360.0,7,2009-01-03,2009-11-17,318,0.034482758620689655,44,No
PRV56869,23,9420,409.5652173913044,16,2009-01-12,2009-12-17,339,0.06764705882352941,14,No
PRV56871,10,4340,434.0,10,2009-02-05,2009-12-23,321,0.031055900621118012,8,No
PRV56873,1,70,70.0,1,2009-01-25,2009-01-25,0,1.0,340,No
PRV56877,23,6360,276.5217391304348,20,2009-01-13,2009-12-14,335,0.06845238095238096,17,Yes
PRV56878,22,5950,270.45454545454544,8,2009-01-14,2009-12-23,343,0.06395348837209303,8,No
PRV56879,7,8140,1162.857142857143,6,2009-02-20,2009-12-01,284,0.02456140350877193,30,No
PRV56880,1,60,60.0,1,2009-05-30,2009-05-30,0,1.0,215,No
PRV56881,55,13050,237.27272727272728,25,2008-12-12,2009-12-29,382,0.14360313315926893,2,No
PRV56882,20,3970,198.5,10,2009-01-24,2009-11-16,296,0.06734006734006734,45,No
PRV56884,6,1370,228.33333333333334,6,2009-02-02,2009-11-30,301,0.019867549668874173,31,No
PRV56886,4,1120,280.0,2,2009-01-15,2009-11-23,312,0.012779552715654952,38,No
PRV56887,33,6160,186.66666666666666,10,2009-01-15,2009-12-22,341,0.09649122807017543,9,No
PRV56888,8,5460,682.5,8,2009-01-06,2009-09-22,259,0.03076923076923077,100,No
PRV56889,35,12400,354.2857142857143,23,2009-01-09,2009-12-24,349,0.1,7,No
PRV56890,11,3870,351.8181818181818,5,2009-02-22,2009-12-10,291,0.03767123287671233,21,No
PRV56892,11,3120,283.6363636363636,5,2009-01-03,2009-11-06,307,0.03571428571428571,55,No
PRV56893,5,1120,224.0,5,2009-03-16,2009-11-05,234,0.02127659574468085,56,No
PRV56894,17,3880,228.23529411764707,16,2009-03-01,2009-12-27,301,0.056291390728476824,4,No
PRV56901,47,8730,185.74468085106383,40,2009-01-03,2009-12-30,361,0.1298342541436464,1,No
PRV56905,12,4150,345.8333333333333,11,2009-01-20,2009-11-14,298,0.04013377926421405,47,No
PRV56906,1,1100,1100.0,1,2009-05-11,2009-05-11,0,1.0,234,No
PRV56907,11,5730,520.9090909090909,11,2009-01-11,2009-12-15,338,0.032448377581120944,16,No
PRV56908,1,60,60.0,1,2009-12-17,2009-12-17,0,1.0,14,No
PRV56909,4,1590,397.5,4,2009-02-03,2009-09-16,225,0.017699115044247787,106,No
PRV56910,1,60,60.0,1,2009-05-22,2009-05-22,0,1.0,223,No
PRV56917,5,1830,366.0,5,2009-03-25,2009-10-07,196,0.025380710659898477,85,No
PRV56919,2,30,15.0,2,2009-11-08,2009-12-17,39,0.05,14,No
PRV56920,1,80,80.0,1,2009-07-17,2009-07-17,0,1.0,167,No
PRV56923,31,4330,139.67741935483872,23,2009-03-28,2009-12-04,251,0.12301587301587301,27,No
PRV56926,1,20,20.0,1,2009-03-14,2009-03-14,0,1.0,292,No
PRV56928,29,6470,223.10344827586206,26,2009-01-22,2009-12-25,337,0.08579881656804733,6,No
PRV56929,33,7080,214.54545454545453,26,2008-12-22,2009-12-31,374,0.088,0,No
PRV56930,19,1680,88.42105263157895,15,2009-02-08,2009-12-22,317,0.059748427672955975,9,No
PRV56931,15,5180,345.3333333333333,13,2009-01-06,2009-11-30,328,0.04559270516717325,31,No
PRV56932,7,770,110.0,6,2009-01-23,2009-10-02,252,0.02766798418972332,90,No
PRV56933,5,2490,498.0,5,2009-01-27,2009-12-14,321,0.015527950310559006,17,No
PRV56934,4,290,72.5,4,2009-03-22,2009-09-01,163,0.024390243902439025,121,No
PRV56935,16,11550,721.875,9,2009-01-14,2009-10-23,282,0.05653710247349823,69,No
PRV56937,2,30,15.0,2,2009-04-04,2009-10-28,207,0.009615384615384616,64,No
PRV56938,19,3130,164.73684210526315,19,2009-01-01,2009-12-02,335,0.05654761904761905,29,No
PRV56939,11,4110,373.6363636363636,11,2009-01-08,2009-12-20,346,0.03170028818443804,11,No
PRV56941,14,3730,266.42857142857144,13,2009-01-25,2009-12-08,317,0.0440251572327044,23,No
PRV56942,17,5370,315.88235294117646,17,2009-01-14,2009-12-18,338,0.05014749262536873,13,No
PRV56944,2,150,75.0,2,2009-01-31,2009-09-25,237,0.008403361344537815,97,No
PRV56945,38,14750,388.1578947368421,32,2009-01-02,2009-11-17,319,0.11875,44,No
PRV56946,1,100,100.0,1,2009-11-17,2009-11-17,0,1.0,44,No
PRV56947,3,580,193.33333333333334,3,2009-03-23,2009-10-25,216,0.013824884792626729,67,No
PRV56948,3,670,223.33333333333334,3,2009-02-07,2009-09-03,208,0.014354066985645933,119,No
PRV56949,70,13200,188.57142857142858,39,2009-01-03,2009-12-06,337,0.20710059171597633,25,No
PRV56950,2,640,320.0,2,2009-09-21,2009-09-28,7,0.25,94,No
PRV56951,17,5130,301.7647058823529,8,2009-02-23,2009-12-31,311,0.05448717948717949,0,No
PRV56953,14,1990,142.14285714285714,14,2009-01-20,2009-12-28,342,0.04081632653061224,3,No
PRV56954,17,2490,146.47058823529412,16,2009-01-04,2009-11-19,319,0.053125,42,No
PRV56956,4,2810,702.5,4,2009-02-14,2009-07-06,142,0.027972027972027972,178,No
PRV56957,107,38080,355.8878504672897,86,2009-01-01,2009-12-29,362,0.29476584022038566,2,No
PRV56958,8,1880,235.0,8,2009-01-03,2009-12-13,344,0.02318840579710145,18,No
PRV56960,5,1340,268.0,5,2009-02-09,2009-06-07,118,0.04201680672268908,207,No
PRV56963,5,1430,286.0,5,2009-04-16,2009-10-04,171,0.029069767441860465,88,No
PRV56964,5,1000,200.0,5,2009-07-31,2009-12-08,130,0.03816793893129771,23,No
PRV56965,2,610,305.0,2,2009-06-15,2009-10-12,119,0.016666666666666666,80,No
PRV56966,2,240,120.0,2,2009-07-16,2009-09-22,68,0.028985507246376812,100,No
PRV56967,72,20780,288.6111111111111,65,2009-01-03,2009-12-23,354,0.2028169014084507,8,No
PRV56969,1,10,10.0,1,2009-09-14,2009-09-14,0,1.0,108,No
PRV56970,1,200,200.0,1,2009-04-17,2009-04-17,0,1.0,258,No
PRV56971,4,400,100.0,4,2009-02-10,2009-12-15,308,0.012944983818770227,16,No
PRV56972,38,19940,524.7368421052631,37,2009-01-14,2009-12-03,323,0.11728395061728394,28,No
PRV56973,17,5220,307.05882352941177,17,2009-01-06,2009-12-03,331,0.05120481927710843,28,No
PRV56974,1,80,80.0,1,2009-09-20,2009-09-20,0,1.0,102,No
PRV56976,5,340,68.0,5,2009-04-23,2009-12-21,242,0.0205761316872428,10,No
PRV56977,5,920,184.0,5,2009-06-28,2009-12-16,171,0.029069767441860465,15,No
PRV56978,96,19990,208.22916666666666,79,2008-12-20,2009-12-20,365,0.26229508196721313,11,No
PRV56980,13,3040,233.84615384615384,13,2009-01-01,2009-11-19,322,0.04024767801857585,42,No
PRV56981,3,550,183.33333333333334,3,2009-04-16,2009-05-20,34,0.08571428571428572,225,No
PRV56982,18,5780,321.1111111111111,17,2009-02-02,2009-12-29,330,0.054380664652567974,2,No
PRV56985,9,1060,117.77777777777777,9,2009-01-03,2009-11-29,330,0.027190332326283987,32,No
PRV56986,2,310,155.0,2,2009-03-06,2009-05-19,74,0.02666666666666667,226,No
PRV56987,4,760,190.0,4,2009-04-07,2009-12-20,257,0.015503875968992248,11,No
PRV56989,2,110,55.0,2,2009-03-28,2009-06-08,72,0.0273972602739726,206,No
PRV56990,40,6010,150.25,11,2009-01-03,2009-12-31,362,0.11019283746556474,0,No
PRV56991,11,6560,596.3636363636364,11,2009-01-18,2009-12-15,331,0.03313253012048193,16,No
PRV56992,1,70,70.0,1,2009-06-26,2009-06-26,0,1.0,188,No
PRV56993,16,2950,184.375,16,2008-12-28,2009-12-18,355,0.0449438202247191,13,No
PRV56995,9,4330,481.1111111111111,9,2009-02-11,2009-07-15,154,0.05806451612903226,169,No
PRV56996,9,1270,141.11111111111111,9,2009-01-05,2009-09-08,246,0.03643724696356275,114,No
PRV56997,18,1570,87.22222222222223,18,2009-01-10,2009-12-31,355,0.05056179775280899,0,No
PRV56998,1,300,300.0,1,2009-12-19,2009-12-19,0,1.0,12,No
PRV56999,8,2350,293.75,8,2009-02-16,2009-12-14,301,0.026490066225165563,17,No
PRV57000,48,17760,370.0,45,2009-01-08,2009-12-23,349,0.13714285714285715,8,No
PRV57002,38,7640,201.05263157894737,37,2009-01-13,2009-12-30,351,0.10795454545454546,1,No
PRV57004,93,24870,267.4193548387097,73,2009-01-01,2009-12-29,362,0.256198347107438,2,No
PRV57005,2,310,155.0,2,2009-02-02,2009-04-15,72,0.0273972602739726,260,No
PRV57006,74,32930,445.0,43,2008-12-17,2009-12-27,375,0.19680851063829788,4,No
PRV57010,43,16630,386.74418604651163,43,2009-01-21,2009-12-27,340,0.12609970674486803,4,No
PRV57011,11,2890,262.72727272727275,10,2009-01-14,2009-11-02,292,0.03754266211604096,59,No
